zpid,price,bedrooms,bathrooms,livingArea,lotAreaValue,yearBuilt,homeType,latitude,longitude,city,zipcode,zestimate,rentZestimate,daysOnZillow,has_zestimate,has_rent_zestimate
305340899,450000,4.0,3.0,1943.0,6769.224,2018.0,SINGLE_FAMILY,29.865578,-95.19615,Houston,77044,439700.0,2099.0,18,1,1
112161921,699000,4.0,4.0,4240.0,8385.3,2010.0,SINGLE_FAMILY,29.954235,-95.16558,Houston,77044,680600.0,4099.0,11,1,1
89641740,535000,5.0,4.0,4603.0,9221.652,2008.0,SINGLE_FAMILY,29.961273,-95.160866,Houston,77044,533700.0,4300.0,0,1,1
28549516,498000,5.0,3.0,3042.0,7993.26,2000.0,SINGLE_FAMILY,29.93202,-95.185394,Houston,77044,498000.0,2998.0,0,1,1
123239699,725000,5.0,4.0,3969.0,0.3016,2015.0,SINGLE_FAMILY,29.968948,-95.1575,Houston,77044,696000.0,4505.0,89,1,1
123238565,459000,4.0,4.0,3420.0,7501.032,2013.0,SINGLE_FAMILY,29.92655,-95.16345,Houston,77044,444100.0,3200.0,34,1,1
123224089,500000,4.0,4.0,2989.0,10058.004,2019.0,SINGLE_FAMILY,29.971806,-95.15646,Houston,77044,483700.0,2995.0,48,1,1
62566955,314900,3.0,2.0,2008.0,7392.132,2002.0,SINGLE_FAMILY,29.932158,-95.16989,Houston,77044,303900.0,2100.0,18,1,1
118401078,249900,3.0,2.0,1572.0,4652.208,2011.0,SINGLE_FAMILY,29.864971,-95.18907,Houston,77044,246700.0,1859.0,6,1,1
121106557,554000,5.0,4.0,3804.0,0.406,2012.0,SINGLE_FAMILY,29.96752,-95.15717,Houston,77044,531300.0,4200.0,119,1,1
112160658,465000,4.0,3.0,2675.0,8646.66,2010.0,SINGLE_FAMILY,29.961863,-95.17455,Houston,77044,463700.0,2700.0,1,1,1
305344564,315000,4.0,3.0,2592.0,0.2623,2018.0,SINGLE_FAMILY,29.976336,-95.15557,Houston,77044,305100.0,2949.0,20,1,1
124874686,629900,4.0,4.0,3564.0,0.2795,2014.0,SINGLE_FAMILY,29.978937,-95.1463,Houston,77044,613100.0,3820.0,13,1,1
123236617,650000,5.0,5.0,4299.0,0.2913,2013.0,SINGLE_FAMILY,29.919155,-95.19344,Houston,77044,627400.0,4999.0,29,1,1
112167723,475000,4.0,4.0,3483.0,7470.54,2010.0,SINGLE_FAMILY,29.92295,-95.18863,Houston,77044,456700.0,3200.0,103,1,1
112154571,509900,5.0,4.0,3489.0,0.2698,2010.0,SINGLE_FAMILY,29.961634,-95.1622,Houston,77044,490100.0,3200.0,91,1,1
161383974,300000,5.0,3.0,2700.0,6529.644,2015.0,SINGLE_FAMILY,29.874456,-95.13736,Houston,77044,291200.0,2594.0,32,1,1
28055718,219000,4.0,2.0,1350.0,7858.224,1959.0,SINGLE_FAMILY,29.632048,-95.41725,Houston,77045,208400.0,1749.0,35,1,1
28088447,285000,3.0,2.0,2232.0,6838.92,1965.0,SINGLE_FAMILY,29.63733,-95.4377,Houston,77045,272500.0,2250.0,61,1,1
112164782,585000,4.0,4.0,3275.0,0.2815999999999999,2010.0,SINGLE_FAMILY,29.959911,-95.16516,Houston,77044,565400.0,3099.0,38,1,1
27889618,395000,3.0,2.0,2120.0,1.0014,1970.0,SINGLE_FAMILY,29.832884,-95.221085,Houston,77044,379100.0,2199.0,51,1,1
28095593,218000,3.0,2.0,1012.0,5989.5,1966.0,SINGLE_FAMILY,29.615515,-95.4262,Houston,77045,218400.0,1500.0,4,1,1
28433952,240000,3.0,3.0,1664.0,6551.424,1984.0,SINGLE_FAMILY,29.640755,-95.42511,Houston,77045,228600.0,1997.0,117,1,1
337097125,332000,4.0,3.0,1841.0,2635.38,2020.0,SINGLE_FAMILY,29.641039,-95.44466,Houston,77045,321700.0,2250.0,88,1,1
27947689,998000,4.0,3.0,2210.0,0.9803,1955.0,SINGLE_FAMILY,29.635803,-95.449066,Houston,77045,948500.0,6016.0,82,1,1
97596787,399900,3.0,4.0,2168.0,1272.0,2012.0,TOWNHOUSE,29.66593,-95.40165,Houston,77045,387500.0,2996.0,61,1,1
28057411,230000,3.0,2.0,1484.0,6899.904,1963.0,SINGLE_FAMILY,29.629784,-95.46265,Houston,77045,218400.0,1734.0,95,1,1
80548084,189998,3.0,1.0,1050.0,5501.628,2005.0,SINGLE_FAMILY,29.643284,-95.42837,Houston,77045,185300.0,1450.0,10,1,1
97652116,310000,3.0,2.0,1937.0,5039.892,2018.0,SINGLE_FAMILY,29.61768,-95.44079,Houston,77045,299700.0,1999.0,145,1,1
28017446,224000,4.0,2.0,1488.0,6089.688,1960.0,SINGLE_FAMILY,29.626064,-95.433784,Houston,77045,213700.0,1650.0,25,1,1
28024456,214000,3.0,2.0,1345.0,7370.352,1960.0,SINGLE_FAMILY,29.615335,-95.4319,Houston,77045,202300.0,1690.0,140,1,1
337097134,355000,3.0,3.0,1700.0,6050.484,2024.0,SINGLE_FAMILY,29.640078,-95.44511,Houston,77045,347700.0,2350.0,25,1,1
338048592,380000,3.0,3.0,1902.0,6050.484,2024.0,SINGLE_FAMILY,29.640308,-95.445305,Houston,77045,371800.0,2400.0,25,1,1
2054916230,398000,3.0,3.0,1800.0,2576.0,2024.0,SINGLE_FAMILY,29.643976,-95.438095,Houston,77045,388900.0,2280.0,25,1,1
97641220,320000,2.0,3.0,1473.0,1869.5,2013.0,TOWNHOUSE,29.666641,-95.400345,Houston,77045,311100.0,1949.0,27,1,1
28295798,725000,4.0,4.0,3333.0,10036.224,1985.0,SINGLE_FAMILY,29.789362,-95.58797,Houston,77043,690100.0,4364.0,52,1,1
28087485,479000,4.0,3.0,2578.0,7200.0,1965.0,SINGLE_FAMILY,29.79687,-95.55924,Houston,77043,475700.0,3350.0,1,1,1
28155201,350000,3.0,2.0,1635.0,0.2803,1969.0,SINGLE_FAMILY,29.806503,-95.57554,Houston,77043,330900.0,2100.0,32,1,1
28179640,579000,3.0,2.0,2179.0,7701.408,1971.0,SINGLE_FAMILY,29.8231,-95.55669,Houston,77043,554100.0,2400.0,49,1,1
28104352,463000,3.0,2.0,1898.0,10506.672,1969.0,SINGLE_FAMILY,29.80796,-95.575,Houston,77043,437800.0,2284.0,53,1,1
28160855,515000,4.0,3.0,2121.0,7701.408,1971.0,SINGLE_FAMILY,29.824614,-95.553635,Houston,77043,495700.0,2299.0,20,1,1
28131161,218000,3.0,3.0,1846.0,813.0,1970.0,TOWNHOUSE,29.81302,-95.55056,Houston,77043,206500.0,2600.0,56,1,1
28099379,455000,4.0,2.0,2355.0,7280.0,1969.0,SINGLE_FAMILY,29.806854,-95.55424,Houston,77043,428700.0,2500.0,68,1,1
351164682,1600000,3.0,2.0,12784.0,0.3962121212121212,1996.0,MULTI_FAMILY,29.793465,-95.554,Houston,77043,376400.0,2400.0,6,0,0
27999758,510000,3.0,2.0,1770.0,7440.048,1958.0,SINGLE_FAMILY,29.794657,-95.55178,Houston,77043,484600.0,2650.0,33,1,1
28299893,349000,4.0,2.0,2015.0,0.2731,1980.0,SINGLE_FAMILY,29.829088,-95.57025,Houston,77043,334500.0,2495.0,11,1,1
28131236,220000,3.0,3.0,1846.0,740.0,1970.0,TOWNHOUSE,29.814491,-95.54698,Houston,77043,209000.0,2585.0,40,1,1
28160337,560000,4.0,3.0,2806.0,8398.368,1971.0,SINGLE_FAMILY,29.820744,-95.553215,Houston,77043,534500.0,2650.0,60,1,1
28188721,620000,4.0,3.0,2595.0,8250.264,1974.0,SINGLE_FAMILY,29.826778,-95.54735,Houston,77043,596700.0,2400.0,26,1,1
28542422,537200,4.0,4.0,3533.0,0.2943,1997.0,SINGLE_FAMILY,29.929974,-95.1802,Houston,77044,527600.0,3249.0,9,1,1
28350831,165000,2.0,2.0,1494.0,3.1344,1977.0,CONDO,29.727507,-95.54456,Houston,77042,155200.0,1795.0,25,1,1
351551042,149900,0.0,0.0,0.0,2.5172,2001.5,LOT,29.881477,-95.139725,Houston,77044,376400.0,2400.0,0,0,0
84038324,350000,3.0,2.0,2304.0,8006.328,2004.0,SINGLE_FAMILY,29.92516,-95.17203,Houston,77044,339800.0,2330.0,11,1,1
245769797,270000,4.0,3.0,2005.0,4695.768,2016.0,SINGLE_FAMILY,29.868689,-95.20532,Houston,77044,262300.0,2114.0,34,1,1
118403212,269000,4.0,3.0,2460.0,5039.892,2011.0,SINGLE_FAMILY,29.850088,-95.192276,Houston,77044,260700.0,2350.0,25,1,1
351558897,370129,4.0,3.0,2280.0,6050.484,2024.0,SINGLE_FAMILY,29.94355,-95.19132,Houston,77044,376400.0,2400.0,0,0,0
351518876,393670,4.0,4.0,2719.0,6050.484,2024.0,SINGLE_FAMILY,29.876028,-95.14224,Houston,77044,376400.0,2400.0,1,0,0
351558895,384878,4.0,3.0,2280.0,6050.484,2024.0,SINGLE_FAMILY,29.94355,-95.19132,Houston,77044,376400.0,2400.0,0,0,0
28542398,485000,4.0,4.0,3700.0,9957.816,1997.0,SINGLE_FAMILY,29.92853,-95.179535,Houston,77044,471400.0,3599.0,18,1,1
121101393,345000,4.0,3.0,2496.0,5540.832,2012.0,SINGLE_FAMILY,29.964361,-95.16411,Houston,77044,335000.0,2500.0,14,1,1
84057586,275000,3.0,3.0,2071.0,7805.952,2003.0,SINGLE_FAMILY,29.85388,-95.20019,Houston,77044,266400.0,1925.0,24,1,1
84029010,285000,4.0,3.0,2064.0,5009.4,2007.0,SINGLE_FAMILY,29.620413,-95.44785,Houston,77045,376400.0,2094.0,17,0,1
28021725,245000,3.0,2.0,2074.0,6710.0,1960.0,SINGLE_FAMILY,29.617666,-95.442215,Houston,77045,233800.0,1999.0,42,1,1
84054168,240000,4.0,3.0,1653.0,4199.184,2007.0,SINGLE_FAMILY,29.61533,-95.46233,Houston,77045,229700.0,1909.0,96,1,1
28067404,339000,4.0,3.0,2886.0,9108.396,1960.0,SINGLE_FAMILY,29.633087,-95.4371,Houston,77045,326500.0,2800.0,17,1,1
28042171,239000,3.0,2.0,1248.0,6298.776,1971.0,SINGLE_FAMILY,29.62149,-95.43757,Houston,77045,228700.0,1649.0,40,1,1
251171386,399900,4.0,4.0,2128.0,2583.108,2019.0,SINGLE_FAMILY,29.664461,-95.40054,Houston,77045,390400.0,2850.0,21,1,1
28042100,240000,5.0,2.0,2275.0,6050.484,1958.0,SINGLE_FAMILY,29.62376,-95.43555,Houston,77045,223900.0,2250.0,334,1,1
28265374,189000,2.0,3.0,1266.0,6.3722,1976.0,CONDO,29.813734,-95.57201,Houston,77043,186300.0,800.0,0,1,1
84063930,199500,3.0,2.0,1860.0,6298.776,1962.0,SINGLE_FAMILY,29.62347,-95.43512,Houston,77045,376400.0,1900.0,56,0,1
28102139,399900,4.0,3.0,2346.0,8999.496,1968.0,SINGLE_FAMILY,29.789654,-95.58405,Houston,77043,376400.0,2698.0,48,0,1
351230538,325320,4.0,3.0,1802.0,6050.484,2024.0,SINGLE_FAMILY,29.645864,-95.43894,Houston,77045,376400.0,2400.0,5,0,0
28285857,600000,4.0,4.0,2685.0,7810.308,1979.0,SINGLE_FAMILY,29.825905,-95.5544,Houston,77043,577400.0,2949.0,26,1,1
28055765,230000,3.0,2.0,1511.0,7871.292,1960.0,SINGLE_FAMILY,29.633562,-95.42061,Houston,77045,230300.0,1650.0,4,1,1
27995018,289990,3.0,2.0,1173.0,6159.384,1955.0,SINGLE_FAMILY,29.814669,-95.57118,Houston,77043,273700.0,1900.0,54,1,1
28194690,620000,4.0,3.0,2904.0,7562.016,1977.0,SINGLE_FAMILY,29.826006,-95.55184,Houston,77043,605700.0,3947.0,9,1,1
28167042,245000,3.0,3.0,1794.0,1798.0,1973.0,TOWNHOUSE,29.792356,-95.54649,Houston,77043,230000.0,2587.0,124,1,1
28295459,159000,2.0,2.0,828.0,892.98,1969.0,SINGLE_FAMILY,29.785534,-95.584366,Houston,77043,150100.0,1493.0,12,1,1
28102176,574000,3.0,2.0,2350.0,8999.496,1968.0,SINGLE_FAMILY,29.788012,-95.58426,Houston,77043,560000.0,2800.0,7,1,1
27995002,309000,3.0,2.0,1224.0,6159.384,1955.0,SINGLE_FAMILY,29.815006,-95.570694,Houston,77043,288300.0,1980.0,223,1,1
126250690,399900,3.0,4.0,1964.0,1181.0,2015.0,TOWNHOUSE,29.665388,-95.399864,Houston,77045,390400.0,2999.0,19,1,1
249895192,419000,3.0,4.0,2231.0,1777.248,2017.0,SINGLE_FAMILY,29.790977,-95.57571,Houston,77043,416600.0,2749.0,1,1,1
28093352,629999,4.0,3.0,2243.0,9252.144,1965.0,SINGLE_FAMILY,29.79255,-95.581604,Houston,77043,598300.0,3903.0,39,1,1
28148745,629000,5.0,4.0,2872.0,9761.796,1975.0,SINGLE_FAMILY,29.756077,-95.567894,Houston,77042,600800.0,3776.0,81,1,1
28099760,399000,4.0,3.0,2120.0,7875.648,1966.0,SINGLE_FAMILY,29.75049,-95.56749,Houston,77042,380500.0,2400.0,99,1,1
28110568,1675000,4.0,4.0,4446.0,0.4373,2009.0,SINGLE_FAMILY,29.7588,-95.56728,Houston,77042,1634900.0,5905.0,12,1,1
2061782200,1000000,5.0,6.0,5580.0,6050.484,2024.0,SINGLE_FAMILY,29.820501,-95.56436,Houston,77043,967000.0,5870.0,46,1,1
28380955,129900,3.0,2.0,1167.0,5.8913,1979.0,CONDO,29.729952,-95.56783,Houston,77042,119600.0,1400.0,75,1,1
28445958,380000,3.0,2.0,2652.0,1956.0,1980.0,MULTI_FAMILY,29.802776,-95.57642,Houston,77043,373500.0,2700.0,5,1,1
27905044,12500000,7.0,14.0,23526.0,3.7,2017.0,SINGLE_FAMILY,29.738953,-95.54524,Houston,77042,11447300.0,52112.0,37,1,1
28069053,879000,4.0,3.0,2573.0,10585.08,1963.0,SINGLE_FAMILY,29.755114,-95.549126,Houston,77042,843900.0,5468.0,41,1,1
28099953,679000,4.0,3.0,2332.0,9125.82,1969.0,SINGLE_FAMILY,29.754723,-95.56443,Houston,77042,671400.0,2700.0,12,1,1
28404458,129371,2.0,2.0,1068.0,6194.0,1980.0,CONDO,29.725998,-95.56604,Houston,77042,129000.0,1425.0,1,1,1
28160223,549750,4.0,3.0,2774.0,0.2522,1971.0,SINGLE_FAMILY,29.75534,-95.570114,Houston,77042,530300.0,3499.0,35,1,1
28440314,165000,2.0,2.0,1117.0,3.8239,1982.0,CONDO,29.752028,-95.57539,Houston,77042,165400.0,1381.0,4,1,1
28422243,128000,1.0,2.0,922.0,3.0176,1981.0,CONDO,29.74667,-95.56424,Houston,77042,128900.0,1294.0,0,1,1
28178601,519000,4.0,3.0,2465.0,9687.744,1973.0,SINGLE_FAMILY,29.753763,-95.571144,Houston,77042,524200.0,3174.0,6,1,1
28160236,549000,5.0,4.0,2943.0,9840.204,1972.0,SINGLE_FAMILY,29.755333,-95.56906,Houston,77042,555100.0,3599.0,4,1,1
28380959,124900,3.0,2.0,1167.0,3.9775,1979.0,CONDO,29.729952,-95.56783,Houston,77042,119800.0,815.0,6,1,1
27905017,7500000,5.0,8.0,11008.0,3.4199,2008.0,SINGLE_FAMILY,29.742298,-95.54271,Houston,77042,7514600.0,40649.0,396,1,1
28281258,499900,3.0,3.0,2463.0,5850.108,1979.0,SINGLE_FAMILY,29.744034,-95.556946,Houston,77042,480600.0,2600.0,53,1,1
28062774,465000,3.0,2.0,2297.0,9761.796,1964.0,SINGLE_FAMILY,29.743212,-95.56683,Houston,77042,446100.0,2550.0,46,1,1
28099881,575000,4.0,3.0,2369.0,9151.956,1969.0,SINGLE_FAMILY,29.753284,-95.56656,Houston,77042,548900.0,2700.0,97,1,1
97671782,324999,4.0,4.0,3040.0,3598.056,2019.0,SINGLE_FAMILY,29.612164,-95.27575,Houston,77075,318800.0,3200.0,7,1,1
349440840,555000,4.0,5.0,2788.0,10012.0,2024.0,SINGLE_FAMILY,29.622671,-95.27537,Houston,77075,536200.0,3499.0,29,1,1
28005185,234900,4.0,2.0,1330.0,6821.496,1958.0,SINGLE_FAMILY,29.612873,-95.23993,Houston,77075,228700.0,1599.0,7,1,1
28069190,1650000,4.0,4.0,3908.0,0.61,1970.0,SINGLE_FAMILY,29.759642,-95.55064,Houston,77042,1653500.0,7769.0,5,1,1
27855836,599000,2.0,1.0,3456.0,10000.0,1960.0,MULTI_FAMILY,29.637108,-95.24855,Houston,77075,558500.0,1025.0,119,1,1
97656662,629000,4.0,4.0,3715.0,0.4597,2014.0,SINGLE_FAMILY,29.623718,-95.273544,Houston,77075,595400.0,3784.0,117,1,1
80584438,269900,4.0,3.0,1915.0,4569.444,2006.0,SINGLE_FAMILY,29.608038,-95.26304,Houston,77075,259000.0,2299.0,33,1,1
28080852,439000,3.0,2.0,1604.0,8637.948,1964.0,SINGLE_FAMILY,29.739428,-95.56462,Houston,77042,426400.0,2100.0,19,1,1
28078234,290000,4.0,3.0,2254.0,8681.508,1970.0,SINGLE_FAMILY,29.616117,-95.24493,Houston,77075,271000.0,1599.0,249,1,1
28110437,799000,5.0,4.0,2808.0,8938.512,1968.0,SINGLE_FAMILY,29.75565,-95.56645,Houston,77042,806300.0,3650.0,4,1,1
27961591,296999,3.0,3.0,2835.0,0.45,1982.0,SINGLE_FAMILY,29.617504,-95.26856,Houston,77075,275800.0,2600.0,118,1,1
28110513,547500,4.0,3.0,2725.0,9600.624,1967.0,SINGLE_FAMILY,29.757753,-95.56528,Houston,77042,523900.0,3900.0,61,1,1
28062829,570000,3.0,3.0,2557.0,0.2828,1959.0,SINGLE_FAMILY,29.742567,-95.56286,Houston,77042,551600.0,3549.0,26,1,1
28422149,120000,2.0,2.0,951.0,2.279,1982.0,CONDO,29.731747,-95.56602,Houston,77042,111500.0,1300.0,42,1,1
28144244,254900,3.0,2.0,1511.0,6050.484,1977.0,SINGLE_FAMILY,29.607494,-95.26879,Houston,77075,238400.0,1849.0,61,1,1
27856311,445000,8.0,4.0,2978.0,10001.376,1940.0,SINGLE_FAMILY,29.640423,-95.25741,Houston,77075,411000.0,3499.0,202,1,1
80554517,365000,3.0,2.0,1984.0,5702.0,2006.0,SINGLE_FAMILY,29.60914,-95.25916,Houston,77075,364100.0,1999.0,0,1,1
27856368,229900,4.0,2.0,1550.0,5000.688,1982.0,SINGLE_FAMILY,29.641523,-95.25959,Houston,77075,215600.0,1914.0,39,1,1
28085522,620000,4.0,3.0,2524.0,8838.324,1965.0,SINGLE_FAMILY,29.745733,-95.5659,Houston,77042,601000.0,2550.0,20,1,1
28425674,220000,3.0,3.0,1285.0,2901.096,1998.0,SINGLE_FAMILY,29.602625,-95.246826,Houston,77075,218800.0,1800.0,1,1,1
27961770,330000,3.0,3.0,3173.0,9679.032,2003.0,SINGLE_FAMILY,29.620148,-95.2685,Houston,77075,316800.0,2500.0,11,1,1
84007867,495000,4.0,4.0,3112.0,6364.116,2003.0,SINGLE_FAMILY,29.723028,-95.56906,Houston,77042,477500.0,3399.0,47,1,1
2067728112,269900,3.0,2.0,1207.0,5092.164,2022.0,SINGLE_FAMILY,29.62411,-95.30344,Houston,77075,258000.0,1700.0,168,1,1
80535132,289900,3.0,3.0,2072.0,4199.184,2005.0,SINGLE_FAMILY,29.632076,-95.241974,Houston,77075,277900.0,2093.0,14,1,1
338048143,430000,3.0,2.0,2856.0,5000.0,2021.0,MULTI_FAMILY,29.636759,-95.2572,Houston,77075,411300.0,1900.0,99,1,1
27947643,265000,3.0,2.0,1506.0,8280.756,1954.0,SINGLE_FAMILY,29.856625,-95.39201,Houston,77076,251100.0,1718.0,26,1,1
27961668,287000,3.0,2.0,1420.0,9679.032,1996.0,SINGLE_FAMILY,29.61862,-95.26943,Houston,77075,270300.0,1839.0,40,1,1
28163330,704000,4.0,4.0,2409.0,0.3099,1972.0,SINGLE_FAMILY,29.744745,-95.554855,Houston,77042,675100.0,4471.0,46,1,1
27856180,199900,3.0,2.0,1288.0,5000.688,1974.0,SINGLE_FAMILY,29.63536,-95.25602,Houston,77075,185300.0,1734.0,87,1,1
27886619,299000,4.0,2.0,2007.0,0.5399,1960.0,SINGLE_FAMILY,29.633308,-95.27077,Houston,77075,276000.0,1999.0,98,1,1
27862130,289900,4.0,2.0,1844.0,0.4884,1955.0,SINGLE_FAMILY,29.851349,-95.39473,Houston,77076,376400.0,2350.0,166,0,1
349491236,10000,0.0,0.0,0.0,5780.412,2001.5,LOT,29.873678,-95.381714,Houston,77076,376400.0,2400.0,28,0,0
27952139,234900,3.0,2.0,1334.0,7000.092,1950.0,SINGLE_FAMILY,29.849289,-95.399254,Houston,77076,221100.0,1749.0,35,1,1
27926243,269000,3.0,2.0,1400.0,7196.112,1950.0,SINGLE_FAMILY,29.862629,-95.36605,Houston,77076,250400.0,1595.0,131,1,1
27961951,899999,5.0,6.0,5714.0,0.6694,1993.0,SINGLE_FAMILY,29.623302,-95.27095,Houston,77075,835100.0,5418.0,108,1,1
27939643,279999,3.0,3.0,2288.0,8999.496,1955.0,SINGLE_FAMILY,29.865734,-95.39579,Houston,77076,265900.0,2424.0,26,1,1
27981863,315888,5.0,3.0,2100.0,7801.596,1960.0,SINGLE_FAMILY,29.851995,-95.40035,Houston,77076,313400.0,2500.0,7,1,1
339419273,349990,3.0,3.0,2300.0,5174.928,2021.0,SINGLE_FAMILY,29.623497,-95.29974,Houston,77075,338400.0,2400.0,16,1,1
97639601,399000,3.0,3.0,1857.0,7823.376,2024.0,SINGLE_FAMILY,29.851612,-95.37927,Houston,77076,385200.0,2695.0,51,1,1
27961989,475000,3.0,2.0,1731.0,0.4591,1963.0,SINGLE_FAMILY,29.62318,-95.27744,Houston,77075,472400.0,1999.0,1,1,1
27926636,255000,4.0,2.0,1805.0,7000.092,1950.0,SINGLE_FAMILY,29.849022,-95.387535,Houston,77076,236800.0,2199.0,95,1,1
2063420990,279900,3.0,3.0,1568.0,2008.116,2023.0,SINGLE_FAMILY,29.866472,-95.376526,Houston,77076,270500.0,2199.0,71,1,1
337097380,335000,4.0,3.0,1848.0,1925.352,2021.0,SINGLE_FAMILY,29.860266,-95.39422,Houston,77076,326300.0,2503.0,13,1,1
27926014,370000,5.0,3.0,2300.0,0.3755,1958.0,SINGLE_FAMILY,29.855717,-95.364296,Houston,77076,340900.0,2199.0,245,1,1
27926397,294900,4.0,2.0,1759.0,7435.692,1950.0,SINGLE_FAMILY,29.865747,-95.366356,Houston,77076,274500.0,1949.0,117,1,1
89643120,319000,3.0,2.0,1452.0,3258.288,2007.0,SINGLE_FAMILY,29.854383,-95.40418,Houston,77076,317400.0,1800.0,5,1,1
28297618,519990,3.0,3.0,2490.0,8394.012,1981.0,SINGLE_FAMILY,29.743973,-95.59421,Houston,77077,525400.0,2500.0,3,1,1
27943605,230000,3.0,1.0,1380.0,6912.972,1955.0,SINGLE_FAMILY,29.859575,-95.37574,Houston,77076,214400.0,1599.0,69,1,1
2063453706,339400,4.0,3.0,1954.0,2126.0,2024.0,SINGLE_FAMILY,29.86717,-95.37662,Houston,77076,327100.0,2299.0,75,1,1
28284530,399999,3.0,3.0,2245.0,8328.672,1978.0,SINGLE_FAMILY,29.746496,-95.57905,Houston,77077,404900.0,2600.0,1,1,1
28238566,479000,4.0,3.0,2820.0,0.2937,1977.0,SINGLE_FAMILY,29.753271,-95.5775,Houston,77077,486500.0,3499.0,2,1,1
112162874,325000,3.0,3.0,1989.0,3676.464,2023.0,SINGLE_FAMILY,29.86579,-95.374115,Houston,77076,314300.0,2499.0,75,1,1
27785353,324990,3.0,2.0,1496.0,1851.3,2023.0,SINGLE_FAMILY,29.84933,-95.38106,Houston,77076,376400.0,2259.0,43,0,1
2065546275,309900,3.0,3.0,1680.0,2303.0,2024.0,SINGLE_FAMILY,29.86655,-95.37629,Houston,77076,300600.0,1400.0,32,1,1
28238707,587000,4.0,3.0,2802.0,8581.32,1976.0,SINGLE_FAMILY,29.74974,-95.578804,Houston,77077,589800.0,3499.0,5,1,1
28283002,425000,4.0,3.0,2360.0,8799.12,1981.0,SINGLE_FAMILY,29.742575,-95.58512,Houston,77077,429500.0,2550.0,5,1,1
28339982,797000,4.0,5.0,4412.0,9639.828,1981.0,SINGLE_FAMILY,29.758204,-95.594765,Houston,77077,771300.0,4648.0,20,1,1
2054304105,324990,3.0,2.0,1496.0,1851.3,2023.0,SINGLE_FAMILY,29.849253,-95.38091,Houston,77076,314800.0,2259.0,46,1,1
2064417948,340900,3.0,3.0,1779.0,2126.0,2023.0,SINGLE_FAMILY,29.860086,-95.39402,Houston,77076,329800.0,2043.0,69,1,1
28321088,265000,3.0,2.0,1803.0,7069.788,1982.0,SINGLE_FAMILY,29.750965,-95.61134,Houston,77077,248400.0,1995.0,229,1,1
112153673,256000,3.0,3.0,1524.0,3676.464,2020.0,SINGLE_FAMILY,29.865517,-95.373695,Houston,77076,245400.0,2250.0,54,1,1
28183780,469000,4.0,3.0,2256.0,8450.64,1974.0,SINGLE_FAMILY,29.748995,-95.59501,Houston,77077,451000.0,2600.0,36,1,1
28136818,825500,4.0,3.0,2476.0,0.3213999999999999,1971.0,SINGLE_FAMILY,29.757187,-95.60001,Houston,77077,831500.0,4616.0,4,1,1
28185433,757000,4.0,4.0,3994.0,10798.524,1977.0,SINGLE_FAMILY,29.755096,-95.57795,Houston,77077,741300.0,4243.0,12,1,1
350196757,309990,3.0,3.0,1551.0,2016.0,2024.0,SINGLE_FAMILY,29.862562,-95.38314,Houston,77076,301900.0,2259.0,19,1,1
28183675,495000,4.0,3.0,2502.0,8400.0,1973.0,SINGLE_FAMILY,29.751669,-95.59625,Houston,77077,475800.0,2700.0,39,1,1
28238698,439900,4.0,3.0,2654.0,8759.916,1977.0,SINGLE_FAMILY,29.750723,-95.57752,Houston,77077,422000.0,3249.0,37,1,1
28207230,485000,4.0,3.0,2504.0,7866.936,1974.0,SINGLE_FAMILY,29.744814,-95.59416,Houston,77077,469000.0,2600.0,19,1,1
28143995,460000,4.0,3.0,2189.0,9448.164,1972.0,SINGLE_FAMILY,29.752037,-95.59934,Houston,77077,446100.0,2700.0,20,1,1
28321094,375000,4.0,3.0,2661.0,5222.844,1983.0,SINGLE_FAMILY,29.7507,-95.61186,Houston,77077,364200.0,2850.0,13,1,1
345543224,319900,3.0,3.0,1680.0,2303.0,2023.0,SINGLE_FAMILY,29.867283,-95.37662,Houston,77076,309300.0,2259.0,71,1,1
28282926,397000,3.0,3.0,2326.0,7701.408,1983.0,SINGLE_FAMILY,29.744175,-95.58255,Houston,77077,379800.0,2350.0,61,1,1
28284446,499000,4.0,3.0,2614.0,0.3958,1978.0,SINGLE_FAMILY,29.7472,-95.57673,Houston,77077,505100.0,2481.0,0,1,1
122631858,1990000,4.0,6.0,7133.0,0.3594,2013.0,SINGLE_FAMILY,29.750113,-95.638855,Houston,77077,1905800.0,12637.0,18,1,1
28205149,399000,4.0,3.0,2790.0,8794.764,1975.0,SINGLE_FAMILY,29.752062,-95.59445,Houston,77077,380500.0,3200.0,55,1,1
351157698,317400,3.0,3.0,1680.0,2303.0,2023.0,SINGLE_FAMILY,29.867283,-95.37662,Houston,77076,376400.0,2400.0,6,0,0
28132132,380000,4.0,3.0,2500.0,7631.712,1972.0,SINGLE_FAMILY,29.74083,-95.63359,Houston,77077,371700.0,2299.0,10,1,1
126258622,720000,5.0,4.0,3316.0,8176.212,2015.0,SINGLE_FAMILY,29.744083,-95.61994,Houston,77077,721600.0,4269.0,0,1,1
28218356,285000,3.0,3.0,2068.0,1869.5,1977.0,TOWNHOUSE,29.754383,-95.58569,Houston,77077,270400.0,1659.0,89,1,1
28181898,355000,4.0,3.0,2616.0,8938.512,1973.0,SINGLE_FAMILY,29.741938,-95.63756,Houston,77077,346600.0,2800.0,11,1,1
